dt,base_byers_price_index,key_rate,dollar_rate
2018-05-18,,7.25,61.8215
2018-05-19,,,61.9408
2018-05-21,,7.25,
2018-05-22,,7.25,62.5327
2018-05-23,,7.25,61.261
2018-05-24,,7.25,61.5945
2018-05-25,,7.25,61.409
2018-05-26,,,61.6659
2018-05-28,,7.25,
2018-05-29,,7.25,62.271
2018-05-30,,7.25,62.642
2018-05-31,,7.25,62.5937
2018-06-01,,7.25,62.0188
2018-06-02,,,62.2056
2018-06-04,,7.25,
2018-06-05,,7.25,61.929
2018-06-06,,7.25,61.9822
2018-06-07,,7.25,62.0064
2018-06-08,,7.25,61.8125
2018-06-09,,7.25,62.668
2018-06-10,,,62.3431
2018-06-13,,7.25,
2018-06-14,,7.25,63.1164
2018-06-15,,7.25,62.2511
2018-06-16,,,62.6851
2018-06-18,,7.25,
2018-06-19,,7.25,63.4838
2018-06-20,,7.25,64.0683
2018-06-21,,7.25,63.6175
2018-06-22,,7.25,63.7873
2018-06-23,,,63.2396
2018-06-25,,7.25,
2018-06-26,,7.25,62.9497
2018-06-27,,7.25,62.7908
2018-06-28,,7.25,63.1359
2018-06-29,,7.25,63.291
2018-06-30,,,62.7565
2018-07-02,,7.25,
2018-07-03,,7.25,63.1394
2018-07-04,,7.25,63.2194
2018-07-05,,7.25,63.2267
2018-07-06,,7.25,63.2604
2018-07-07,,,63.1216
2018-07-09,,7.25,
2018-07-10,,7.25,62.8338
2018-07-11,,7.25,62.4442
2018-07-12,,7.25,62.098
2018-07-13,,7.25,62.2062
2018-07-14,,,62.2934
2018-07-16,,7.25,
2018-07-17,,7.25,62.2556
2018-07-18,,7.25,62.4352
2018-07-19,,7.25,62.9006
2018-07-20,,7.25,63.2746
2018-07-21,,,63.4888
2018-07-23,,7.25,
2018-07-24,,7.25,63.1957
2018-07-25,,7.25,62.9235
2018-07-26,,7.25,63.0836
2018-07-27,,7.25,62.9471
2018-07-28,,,62.9726
2018-07-30,,7.25,
2018-07-31,,7.25,62.7805
2018-08-01,,7.25,62.3497
2018-08-02,,7.25,62.559
2018-08-03,,7.25,63.1358
2018-08-04,,,63.4549
